Mon Nov 29 15:34:23 2021    output.dat

         47845633 function calls (47038913 primitive calls) in 40.326 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      549    0.001    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\managers.py:1560(from_blocks)
      545    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:2241(get_minpos)
       61    0.001    0.000    0.078    0.001 D:\Programs\Conda\lib\site-packages\seaborn\_core.py:824(_assign_variables_longform)
   489/92    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\sre_parse.py:174(getwidth)
      122    0.001    0.000    0.012    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\generic.py:4860(_reindex_with_indexers)
      689    0.001    0.000    0.003    0.000 D:\Programs\Conda\lib\ntpath.py:203(splitext)
       61    0.001    0.000    0.118    0.002 D:\Programs\Conda\lib\site-packages\pandas\core\frame.py:5827(dropna)
      183    0.001    0.000    0.015    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\generic.py:5827(copy)
      820    0.001    0.000    0.001    0.000 {method 'remove' of 'list' objects}
      330    0.001    0.000    0.005    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\groupby\ops.py:1311(_chop)
      600    0.001    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\dtypes\common.py:1188(is_numeric_dtype)
       61    0.001    0.000    0.057    0.001 D:\Programs\Conda\lib\site-packages\pandas\core\series.py:1447(__repr__)
      244    0.001    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:1565(set_box_aspect)
      488    0.001    0.000    0.001    0.000 {built-in method pandas._libs.lib.is_datetime_array}
      556    0.001    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\numerictypes.py:360(issubdtype)
      915    0.001    0.000    0.004    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\dtypes\common.py:347(is_datetime64tz_dtype)
       62    0.001    0.000    0.011    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backends\backend_agg.py:411(get_renderer)
      391    0.001    0.000    0.014    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\groupby\ops.py:1289(__iter__)
     4259    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:4379(_values)
     4187    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\artist.py:650(get_sketch_params)
     1600    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\torch\serialization.py:183(normalize_storage_type)
      366    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\managers.py:477(<listcomp>)
      183    0.001    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:950(take)
      244    0.001    0.000    0.001    0.000 {pandas._libs.algos.ensure_int8}
     4248    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\path.py:244(should_simplify)
     5665    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
     1696    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
     1600    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:725(is_)
      126    0.001    0.000    0.025    0.000 {built-in method builtins.print}
     1281    0.001    0.000    0.001    0.000 {method 'fill' of 'numpy.ndarray' objects}
      183    0.001    0.000    0.011    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\algorithms.py:527(factorize_array)
      305    0.001    0.000    0.005    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:5434(_should_compare)
      484    0.001    0.000    0.004    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:3275(set_axis_on)
      305    0.001    0.000    0.004    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:3516(_check_indexing_method)
     2480    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:704(get_remove_overlapping_locs)
     1891    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\construction.py:662(_maybe_repeat)
      244    0.001    0.000    0.006    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\managers.py:574(copy)
     3049    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\text.py:247(get_transform_rotates_text)
      610    0.001    0.000    0.011    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\blocks.py:246(make_block)
     1525    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\common.py:155(cast_scalar_indexer)
      549    0.001    0.000    0.032    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\generic.py:10220(any)
     2885    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backend_bases.py:918(set_clip_rectangle)
     1462    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\patches.py:313(set_antialiased)
       61    0.001    0.000    0.028    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\frame.py:9775(_reduce)
       61    0.001    0.000    0.001    0.000 {pandas._libs.lib.generate_slices}
      122    0.001    0.000    0.014    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexing.py:1267(_get_listlike_indexer)
      244    0.001    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\cbook\__init__.py:664(bubble)
     1112    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\numerictypes.py:286(issubclass_)
      122    0.001    0.000    0.012    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\generic.py:1735(_get_label_or_level_values)
      488    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:2224(_unit_change_handler)
      244    0.001    0.000    0.010    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:3787(reindex)
     2196    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\generic.py:324(attrs)
      244    0.001    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\dtypes\missing.py:190(_use_inf_as_na)
      365    0.001    0.000    0.026    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:2760(_get_metadata)
      606    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:2508(get_minpos)
      305    0.001    0.000    0.023    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\generic.py:5544(_protect_consolidate)
      122    0.001    0.000    0.013    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\managers.py:840(take)
      244    0.001    0.000    0.004    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:3488(_get_indexer)
      366    0.001    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\managers.py:476(_consolidate_check)
     2468    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\io\formats\format.py:1903(<genexpr>)
      122    0.001    0.000    0.007    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\managers.py:2018(_fast_count_smallints)
      244    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\cbook\__init__.py:215(_remove_proxy)
     1600    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\torch\_namedtensor_internals.py:10(check_serializing_named_tensor)
       61    0.001    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\pandas\io\formats\printing.py:28(adjoin)
      793    0.001    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\dtypes\common.py:779(is_unsigned_integer_dtype)
      122    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexers.py:249(maybe_convert_indices)
       61    0.001    0.000    0.001    0.000 {method 'get_labels_groupby' of 'pandas._libs.hashtable.Int64HashTable' objects}
     1200    0.001    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\series.py:562(dtype)
     2480    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:1275(<listcomp>)
       61    0.001    0.000    0.001    0.000 {method 'unique' of 'pandas._libs.hashtable.PyObjectHashTable' objects}
      488    0.001    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:2389(_is_all_dates)
       61    0.001    0.000    0.014    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:5991(drop)
      122    0.001    0.000    0.095    0.001 D:\Programs\Conda\lib\site-packages\matplotlib\pyplot.py:675(figure)
      244    0.001    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\blocks.py:165(_consolidate_key)
      252    0.001    0.000    0.022    0.000 D:\Programs\Conda\lib\site-packages\colorama\ansitowin32.py:193(write_plain_text)
      268    0.001    0.000    0.002    0.000 D:\Programs\Conda\lib\ntpath.py:61(isabs)
      122    0.001    0.000    0.017    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexing.py:1185(_convert_to_indexer)
      488    0.001    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:1686(_init)
     3328    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\packaging\version.py:84(<lambda>)
      252    0.001    0.000    0.024    0.000 D:\Programs\Conda\lib\site-packages\colorama\ansitowin32.py:177(write_and_convert)
      484    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\cbook\__init__.py:2139(__init__)
     1464    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\common.py:346(apply_if_callable)
     1708    0.001    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\dtypes\common.py:561(condition)
      170    0.001    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:2861(insert_on)
     1600    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\torch\utils\hooks.py:54(warn_if_has_hooks)
     1102    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\spines.py:582(__iter__)
      854    0.001    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\dtypes\common.py:725(is_signed_integer_dtype)
      427    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexing.py:2323(convert_to_index_sliceable)
      400    0.001    0.000    0.008    0.000 D:\Programs\Conda\lib\site-packages\torch\serialization.py:263(_open_zipfile_writer)
      244    0.001    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\dtypes\cast.py:1880(construct_1d_arraylike_from_scalar)
      976    0.001    0.000    0.004    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:998(_set_artist_props)
       61    0.001    0.000    0.196    0.003 D:\Programs\Conda\lib\site-packages\seaborn\relational.py:353(__init__)
       61    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\seaborn\relational.py:195(add_legend_data)
     3009    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\text.py:536(get_wrap)
     1488    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:1946(<genexpr>)
     1281    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\dtypes\cast.py:1727(sanitize_to_nanoseconds)
      366    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\managers.py:929(from_blocks)
     1395    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:738(get_scale)
     2067    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
      256    0.001    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1476(_validate_resource_path)
     4248    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\path.py:232(simplify_threshold)
     1952    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\artist.py:1160(<genexpr>)
      344    0.001    0.000    0.014    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:2560(__init__)
     3009    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\text.py:735(get_color)
      504    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\warnings.py:477(__exit__)
     1334    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:2359(<listcomp>)
      122    0.001    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexers.py:439(check_array_indexer)
      488    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\array_algos\take.py:517(_take_preprocess_indexer_and_fill_value)
       61    0.001    0.000    0.007    0.000 D:\Programs\Conda\lib\shutil.py:1316(get_terminal_size)
      427    0.001    0.000    0.009    0.000 D:\Programs\Conda\lib\site-packages\pandas\io\formats\format.py:1894(should_trim)
     1586    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\range.py:806(__len__)
      863    0.001    0.000    0.010    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\_api\deprecation.py:327(wrapper)
     1600    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\torch\serialization.py:116(_cpu_tag)
      344    0.001    0.000    0.030    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:2018(_by_version)
     1098    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\dtypes\inference.py:184(is_array_like)
     3631    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
     2885    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\artist.py:583(get_url)
       61    0.001    0.000    0.036    0.001 D:\Programs\Conda\lib\site-packages\pandas\core\groupby\groupby.py:1002(_concat_objects)
       61    0.001    0.000    0.029    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\construction.py:396(dict_to_mgr)
       61    0.001    0.000    0.017    0.000 D:\Programs\Conda\lib\site-packages\pandas\io\formats\format.py:1880(_trim_zeros_float)
       63    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:386(size)
      366    0.001    0.000    0.040    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\series.py:5170(notna)
      344    0.001    0.000    0.001    0.000 {method 'sub' of 're.Pattern' objects}
      335    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1144(__init__)
     1600    0.001    0.000    0.001    0.000 {method 'stride' of 'torch._C._TensorBase' objects}
      992    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:2832(<genexpr>)
      488    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\dtypes\cast.py:464(maybe_promote)
      244    0.001    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\algorithms.py:183(_reconstruct_data)
      305    0.001    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:5352(_maybe_promote)
      613    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:2807(__getattr__)
       61    0.001    0.000    0.020    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_axes.py:92(set_title)
      122    0.001    0.000    0.010    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\tools\numeric.py:27(to_numeric)
      122    0.001    0.000    0.009    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\series.py:928(__getitem__)
      244    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\numeric.py:1308(normalize_axis_tuple)
      618    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\_collections_abc.py:698(values)
